cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
1658,C0019664;C0264716,History Chronic heart failure,Heart failure,,,Heart failure,C0018801
1658,C0019664;C0264716,History Chronic heart failure,Medical History,,,Medical History,C0262926
1659,C3811844;C3839656,Estimated Glomerular Filtration Rate Modification of diet in renal disease formula,Estimated Glomerular Filtration Rate,,,Estimated Glomerular Filtration Rate,C3811844
1660,C4319718;C4551412,Reported Electronic case report form,NA TO BE DELETED,,,NA TO BE DELETED,NA
1661,C4551412;C1518422;C4319718,Electronic case report form Negation Reported,NA TO BE DELETED,,,NA TO BE DELETED,NA
1662,C4551412;C4319718,Electronic case report form Reported,NA TO BE DELETED,,,NA TO BE DELETED,NA
1663,C0439605;C1705492,Random Missing,NA TO BE DELETED,,,NA TO BE DELETED,NA
1664,C1705492;C0439605,Missing Random,NA TO BE DELETED,,,NA TO BE DELETED,NA
1665,C1706462;C1948062;C0439605,Reference Object Copy (object) Random,NA TO BE DELETED,,,NA TO BE DELETED,NA
1666,C1948062;C1706462;C0439605,Copy (object) Reference Object Random,NA TO BE DELETED,,,NA TO BE DELETED,NA
1667,C1948062;C1706462,Copy (object) Reference Object,NA TO BE DELETED,,,NA TO BE DELETED,NA
1668,C1510829,Age-Years,Age-Years,,,Age-Years,C1510829
1669,C0439234,year,NA TO BE DELETED,,,NA TO BE DELETED,NA
1670,C0011849,Diabetes Mellitus,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1671,C1549445,Yes - Yes/no indicator,NA TO BE DELETED,,,NA TO BE DELETED,NA
1672,C0439269,mg/dL,NA TO BE DELETED,,,NA TO BE DELETED,NA
1673,C0337664,Smoker,Smoking Status,,,Smoking Status,C1519386
1674,C0034510,Racial group,Racial group,,,Racial group,C0034510
1675,C0521116,Current (present time),NA TO BE DELETED,,,NA TO BE DELETED,NA
1676,C0001645,Adrenergic beta-Antagonists,Adrenergic beta-Antagonists,,,Adrenergic beta-Antagonists,C0001645
1677,C0155668,Old myocardial infarction,Old myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1678,C0428471,HDL - High density lipoprotein cholesterol level result,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1679,C0241889,Family history,Family history,,,Family history,C0241889
1680,C0004057,Aspirin,Aspirin,,,Aspirin,C0004057
1681,C1963138,"Hypertension, CTCAE","Hypertension, CTCAE",,,"Hypertension, CTCAE",C1963138
1682,C0023824,LDL Cholesterol Lipoproteins,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1683,C0041004,Triglycerides,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1684,C0229671,Serum,NA TO BE DELETED,,,NA TO BE DELETED,NA
1685,C0007806,Cerebrospinal Fluid,Cerebrospinal Fluid,,,Cerebrospinal Fluid,C0007806
1686,C0008377,Cholesterol,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1687,C0064673,lathosterol,lathosterol,,,lathosterol,C0064673
1688,C0439231,month,NA TO BE DELETED,,,NA TO BE DELETED,NA
1689,C0584960,Factor V Leiden mutation,Factor V Leiden mutation,,,Factor V Leiden mutation,C0584960
1690,C0332197,Absent,NA TO BE DELETED,,,NA TO BE DELETED,NA
1691,C0079399,Gender,Gender,,,Gender,C0079399
1692,C0150312,Present,NA TO BE DELETED,,,NA TO BE DELETED,NA
1693,C0001948,Alcohol consumption,Alcohol consumption,,,Alcohol consumption,C0001948
1694,C0002962,Angina Pectoris,Angina Pectoris,Angi Pectoris,,Angina Pectoris,C0002962
1695,C1305855,Body mass index,Body mass index,,,Body mass index,C1305855
1696,C0017446,Geographic Locations,Geographic Locations,,,Geographic Locations,C0017446
1697,C0428883,Diastolic blood pressure,Blood Pressure,,,Blood Pressure,C0005823
1698,C0232306,Electrocardiogram: left ventricle hypertrophy (finding),Electrocardiogram: left ventricle hypertrophy (finding),,,Electrocardiogram: left ventricle hypertrophy (finding),C0232306
1699,C0015259,Exercise,Exercise,Physical activity,,Physical activity,C0026606
1700,C0018801,Heart failure,Heart failure,,,Heart failure,C0018801
1701,C0852149,Ischaemic coronary artery disease,Ischaemic coronary artery disease,Corory Artery Disease,,Coronary Artery Disease,C1956346
1702,C0745133,isolated systolic hypertension,isolated systolic hypertension,"Hypertension, CTCAE",,"Hypertension, CTCAE",C1963138
1703,C0027051,Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
1704,C0730345,Microalbuminuria,Microalbuminuria,,,Microalbuminuria,C0730345
1705,C0007820,Cerebrovascular Disorders,Cerebrovascular accident,,,Cerebrovascular accident,C0038454
1706,C0871470,Systolic Pressure,Blood Pressure,,,Blood Pressure,C0005823
1707,C0543421,Total cholesterol,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1708,C1709380,P-Value,NA TO BE DELETED,,,NA TO BE DELETED,NA
1709,C2985465,Hazard Ratio,NA TO BE DELETED,,,NA TO BE DELETED,NA
1710,C1521828,Rate,NA TO BE DELETED,,,NA TO BE DELETED,NA
1711,C2360800,Number of patients,NA TO BE DELETED,,,NA TO BE DELETED,NA
1712,C0032385,Pollen,Pollen,,,Pollen,C0032385
1713,C0006560,C-reactive protein,C-Reactive Protein,,,C-Reactive Protein,NA
1714,C0205160,Negative,NA TO BE DELETED,,,NA TO BE DELETED,NA
1715,C1536220,ST segment elevation myocardial infarction,ST segment elevation myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1715,C1536220,ST segment elevation myocardial infarction,ST segment elevation myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1716,C0439070,Roman Numeral III,NA TO BE DELETED,,,NA TO BE DELETED,NA
1717,C3811844,Estimated Glomerular Filtration Rate,Estimated Glomerular Filtration Rate,,,Estimated Glomerular Filtration Rate,C3811844
1718,C0439810,Total,NA TO BE DELETED,,,NA TO BE DELETED,NA
1719,C1532737,ezetimibe / Simvastatin,ezetimibe / Simvastatin,HMG CoA reductase inhibitors in combition with other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
1720,C0074554,Simvastatin,Simvastatin,HMG CoA reductase inhibitors,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
1721,C1711350,Interquartile Range,NA TO BE DELETED,,,NA TO BE DELETED,NA
1722,C0750194,Non-Sustained Ventricular Tachycardia by ECG Finding,Non-Sustained Ventricular Tachycardia by ECG Finding,,,Non-Sustained Ventricular Tachycardia by ECG Finding,C0750194
1723,C2939193,Median (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1724,C0018810,heart rate,heart rate,,,heart rate,C0018810
1725,C1516879,Enrollment,NA TO BE DELETED,,,NA TO BE DELETED,NA
1726,C0039070,Syncope,Syncope,,,Syncope,C0039070
1727,C0010294,Creatinine,Creatinine clearance,,,Creatinine clearance,C0812399
1728,C0024115,Lung diseases,Lung diseases,,,Lung diseases,C0024115
1729,C0523891,Serum sodium measurement,Serum sodium measurement,,,Serum sodium measurement,C0523891
1730,C0012798,Diuretics,Diuretics,,,Diuretics,C0012798
1731,C0020473,Hyperlipidemia,Hyperlipidemia,,,Hyperlipidemia,C0020473
1732,C0013227,Pharmaceutical Preparations,Pharmaceutical Preparations,,,Pharmaceutical Preparations,C0013227
1733,C0428772,Left ventricular ejection fraction,Left ventricular ejection fraction,,,Left ventricular ejection fraction,C0428772
1734,C0439223,millisecond,NA TO BE DELETED,,,NA TO BE DELETED,NA
1735,C0206158,Premenopause,Menopausal Status,,,Menopausal Status,C1513126
1736,C4085655,Uncertain - Response,NA TO BE DELETED,,,NA TO BE DELETED,NA
1737,C0005823,Blood Pressure,Blood Pressure,,,Blood Pressure,C0005823
1738,C0439475,mmHg,NA TO BE DELETED,,,NA TO BE DELETED,NA
1739,C1561607,Overall,NA TO BE DELETED,,,NA TO BE DELETED,NA
1740,C0205094,Anterior,NA TO BE DELETED,,,NA TO BE DELETED,NA
1741,C0015982,Fibrin,Fibrin,,,Fibrin,C0015982
1742,C0019134,heparin,heparin,Antithrombotic Agents,,Antithrombotic Agents,C1704311
1743,C0439175,% of total,NA TO BE DELETED,,,NA TO BE DELETED,NA
1744,C0017654,Glomerular Filtration Rate,Glomerular Filtration Rate,,,Glomerular Filtration Rate,C0017654
1745,C1532563,Millimole per Liter,NA TO BE DELETED,,,NA TO BE DELETED,NA
1746,C0237753,Numbers,NA TO BE DELETED,,,NA TO BE DELETED,NA
1747,C2003901,Never (frequency),NA TO BE DELETED,,,NA TO BE DELETED,NA
1748,C1444637,In the past,NA TO BE DELETED,,,NA TO BE DELETED,NA
1749,C0332177,Monthly (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1750,C0010068,Coronary heart disease,Coronary heart disease,,,Coronary heart disease,C0010068
1751,C0856742,post mi,post mi,,,post mi,C0856742
1752,C1271104,Blood pressure finding,Blood Pressure,,,Blood Pressure,C0005823
1753,C1287371,Finding of serum cholesterol level,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1754,C0007222,Cardiovascular Diseases,Cardiovascular Diseases,,,Cardiovascular Diseases,C0007222
1755,C1513916,Negative Finding,NA TO BE DELETED,,,NA TO BE DELETED,NA
1756,C0041199,Troponin,Troponin,,,Troponin,C0041199
1757,C0439275,Microgram per Liter,NA TO BE DELETED,,,NA TO BE DELETED,NA
1758,C0564385,/hour,NA TO BE DELETED,,,NA TO BE DELETED,NA
1759,C0877341,coronary revascularization,coronary revascularization,,,coronary revascularization,C0877341
1760,C0205447,One,NA TO BE DELETED,,,NA TO BE DELETED,NA
1761,C0205448,Two,NA TO BE DELETED,,,NA TO BE DELETED,NA
1762,C0086440,Hypolipidemic Agents,Hypolipidemic Agents,,,Hypolipidemic Agents,C0086440
1763,C1282910,Upper,NA TO BE DELETED,,,NA TO BE DELETED,NA
1764,C0004153,Atherosclerosis,Atherosclerosis,,,Atherosclerosis,C0004153
1765,C0972314,etoricoxib,etoricoxib,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",NA
1766,C0042153,utilization qualifier,NA TO BE DELETED,,,NA TO BE DELETED,NA
1767,C0003873,Rheumatoid Arthritis,Rheumatoid Arthritis,,,Rheumatoid Arthritis,C0003873
1768,C0012634,Disease,Disease,,,Disease,C0012634
1769,D010003,osteoarthritis,osteoarthritis,,,osteoarthritis,D010003
1770,C0340293,Anterior myocardial infarction,Anterior myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1771,C0449450,Presentation,NA TO BE DELETED,,,NA TO BE DELETED,NA
1772,C0358591,Proton Pump Inhibitors,Proton Pump Inhibitors,,,Proton Pump Inhibitors,C0358591
1773,C1314792,Etiology,Etiology aspect,,,Etiology aspect,NA
1774,C1095989,Brain natriuretic peptide measurement,Brain natriuretic peptide measurement,,,Brain natriuretic peptide measurement,C1095989
1775,C0700148,Congestion,Congestion,,,Congestion,C0700148
1776,C0013404,Dyspnea,Dyspnea,,,Dyspnea,C0013404
1777,C2700378,Ejection fraction (finding),Ejection fraction (finding),,,Ejection fraction (finding),C2700378
1778,C0022116,Ischemia,Ischemia,,,Ischemia,C0022116
1779,C1882083,New York Heart Association Class,New York Heart Association Class,,,New York Heart Association Class,C1882083
1780,C4316743,Not severe,NA TO BE DELETED,,,NA TO BE DELETED,NA
1781,C0856666,serum urea,serum urea,,,serum urea,C0856666
1782,C0205082,Severe (severity modifier),NA TO BE DELETED,,,NA TO BE DELETED,NA
1783,C1098706,human AVP protein,human AVP protein,,,human AVP protein,C1098706
1784,C0035647,Risk,Risk,,,Risk,C0035647
1785,C0011900,Diagnosis,NA TO BE DELETED,,,NA TO BE DELETED,NA
1786,C0812399,Creatinine clearance,Creatinine clearance,,,Creatinine clearance,C0812399
1787,C0520887,ST segment depression (finding),ST segment depression (finding),,,ST segment depression (finding),C0520887
1788,C0286651,atorvastatin,atorvastatin,,,atorvastatin,C0286651
1789,C3258257,Total population,NA TO BE DELETED,,,NA TO BE DELETED,NA
1790,C0017853,"Hemoglobin, Glycosylated","Hemoglobin, Glycosylated",,,"Hemoglobin, Glycosylated",C0017853
1791,C0443258,Microvascular,Microvascular,,,Microvascular,C0443258
1792,C0085826,Antiplatelet Agents,Antiplatelet Agents,,,Antiplatelet Agents,C0085826
1793,C0085672,Microbiology procedure,Microbiology procedure,,,Microbiology procedure,C0085672
1794,C0003364,Antihypertensive Agents,Antihypertensive Agents,,,Antihypertensive Agents,C0003364
1795,C0136123,Perindopril,Angiotensin-Converting Enzyme Inhibitors,,,Angiotensin-Converting Enzyme Inhibitors,C0003015
1796,C0360714,Hydroxymethylglutaryl-CoA Reductase Inhibitors,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1797,C1442488,Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
1798,C1318293,Albumin/creatinine ration result,Urine albumin/creatinine ratio measurement,,,Urine albumin/creatinine ratio measurement,C0455271
1799,C1705492,Missing,NA TO BE DELETED,,,NA TO BE DELETED,NA
1800,C0752046,Single Nucleotide Polymorphism,Single Nucleotide Polymorphism,,,Single Nucleotide Polymorphism,C0752046
1801,C0850624,cardiovascular risk factor,cardiovascular risk factor,,,cardiovascular risk factor,C0850624
1802,C0042381,Vascular Surgical Procedures,Vascular Surgical Procedures,,,Vascular Surgical Procedures,C0042381
1803,C0030705,Patients,NA TO BE DELETED,,,NA TO BE DELETED,NA
1804,C2700280,World,NA TO BE DELETED,,,NA TO BE DELETED,NA
1805,C0442050,Middle third,NA TO BE DELETED,,,NA TO BE DELETED,NA
1806,C0439673,Unknown,NA TO BE DELETED,,,NA TO BE DELETED,NA
1807,C0205145,Site,NA TO BE DELETED,,,NA TO BE DELETED,NA
1808,C0017725,Glucose,Glucose,,,Glucose,C0017725
1809,C2242682,Recurrent Cerebral Ischemia,Recurrent Cerebral Ischemia,,,Recurrent Cerebral Ischemia,C2242682
1810,C0850708,History of disease,Medical History,,,Medical History,C0262926
1811,C4319571,High risk,Risk,,,Risk,C0035647
1812,C0558293,Once a week,NA TO BE DELETED,,,NA TO BE DELETED,NA
1813,C0439228,day,NA TO BE DELETED,,,NA TO BE DELETED,NA
1814,C0302891,Native (qualifier value),Racial group,,,Racial group,C0034510
1815,C1696465,placebo,placebo,,,placebo,C1696465
1816,C0248719,telmisartan,Angiotensin II receptor antagonist,,,Angiotensin II receptor antagonist,C0521942
1817,C0028754,Obesity,Obesity,,,Obesity,C0028754
1818,C0034656,Randomization,NA TO BE DELETED,,,NA TO BE DELETED,NA
1819,C0001168,Complete obstruction,NA TO BE DELETED,,,NA TO BE DELETED,NA
1820,C1836785,Recurrent strokes,Recurrent Cerebral Ischemia,,,Recurrent Cerebral Ischemia,C2242682
1821,C3538919,Low Risk,Risk,,,Risk,C0035647
1822,C3536709,Corticosteroid [EPC],corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1823,C3665365,"Arteriosclerotic cardiovascular disease, NOS","Arteriosclerotic cardiovascular disease, NOS",,,"Arteriosclerotic cardiovascular disease, NOS",C3665365
1824,C0599755,Cohort,NA TO BE DELETED,,,NA TO BE DELETED,NA
1825,C0205156,Previous,NA TO BE DELETED,,,NA TO BE DELETED,NA
1826,C0021966,Iodides,Iodides,,,Iodides,C0021966
1827,C0449261,Reversibility,NA TO BE DELETED,,,NA TO BE DELETED,NA
1828,C3540778,Glucocorticoid inhalants for obstructive airway disease,Glucocorticoid inhalants for obstructive airway disease,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1829,C0815320,Impaired Control Scale,Impaired Control Scale,,,Impaired Control Scale,C0815320
1830,C0242896,Anticholinergic Agents,Anticholinergic Agents,,,Anticholinergic Agents,C0242896
1831,C4049919,Insulin Sensitivity Measurement,Insulin Sensitivity,,,Insulin Sensitivity,C0920563
1832,C2911690,Disease Controlled,NA TO BE DELETED,,,NA TO BE DELETED,NA
1833,C0205318,Uncontrolled,NA TO BE DELETED,,,NA TO BE DELETED,NA
1834,C0062152,HDL-triglyceride,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
1835,C0004238,Atrial Fibrillation,Atrial Fibrillation,,,Atrial Fibrillation,C0004238
1836,C0205355,Permanent,NA TO BE DELETED,,,NA TO BE DELETED,NA
1837,C1696073,enrollment - ResearchSubjectRoleBasis,NA TO BE DELETED,,,NA TO BE DELETED,NA
1838,C0376409,Patient Preference,NA TO BE DELETED,,,NA TO BE DELETED,NA
1839,C0037712,South Africa,Geographic Locations,,,Geographic Locations,C0017446
1840,CHADS,CHADS2 - risk prediction score,CHADS2 - risk prediction score,Risk,,Risk,C0035647
1841,C0018802,Congestive heart failure,Congestive heart failure,Heart failure,,Heart failure,C0018801
1842,C3653316,Vitamin K antagonists,Vitamin K antagonists,Antithrombotic Agents,,Antithrombotic Agents,C1704311
1843,C3251812,Bleeding risk,Bleeding risk,,,Bleeding risk,C3251812
1844,C0205311,Paroxysmal,NA TO BE DELETED,,,NA TO BE DELETED,NA
1845,C3146298,Indication,NA TO BE DELETED,,,NA TO BE DELETED,NA
1846,C0340489,Lone atrial fibrillation,Lone atrial fibrillation,Atrial Fibrillation,,Atrial Fibrillation,C0004238
1847,C0003195,Anti-Arrhythmia Agents,Anti-Arrhythmia Agents,,,Anti-Arrhythmia Agents,C0003195
1848,C0002598,Amiodarone,Amiodarone,"Antiarrhythmics, class III",CARDIAC THERAPY,CARDIAC THERAPY,NA
1849,C0205370,Unspecified,NA TO BE DELETED,,,NA TO BE DELETED,NA
1850,C0025598,Metformin,Metformin,Antidiabetics,,Antidiabetics,C0935929
1851,C1611934,saxagliptin,Dipeptidyl-Peptidase IV Inhibitors,Antidiabetics,,Antidiabetics,C0935929
1852,C0449279,Extent of disease,NA TO BE DELETED,,,NA TO BE DELETED,NA
1853,C0040808,Treatment Protocols,NA TO BE DELETED,,,NA TO BE DELETED,NA
1854,C2603343,Study,NA TO BE DELETED,,,NA TO BE DELETED,NA
1855,C0439209,Kilogram,NA TO BE DELETED,,,NA TO BE DELETED,NA
1856,C0449820,Score,NA TO BE DELETED,,,NA TO BE DELETED,NA
1857,C0005910,Body Weight,Body Weight,,,Body Weight,C0005910
1858,C0175566,Open,NA TO BE DELETED,,,NA TO BE DELETED,NA
1859,C0205251,low,NA TO BE DELETED,,,NA TO BE DELETED,NA
1860,C0524425,inside the blood vessel,Blood Vessel,,,Blood Vessel,C0005847
1861,C0205250,High,NA TO BE DELETED,,,NA TO BE DELETED,NA
1862,C1444662,Discontinued,NA TO BE DELETED,,,NA TO BE DELETED,NA
1863,C0205103,Intermediate,NA TO BE DELETED,,,NA TO BE DELETED,NA
1864,C0439526,/mL,NA TO BE DELETED,,,NA TO BE DELETED,NA
1865,C0015179,European Union,Geographic Locations,,,Geographic Locations,C0017446
1866,C1279986,Procedure on heart,NA TO BE DELETED,,,NA TO BE DELETED,NA
1867,C0085532,Coronary angiography,Coronary angiography,,,Coronary angiography,C0085532
1868,C4049621,Peritoneal Cancer Index,Peritoneal Cancer Index,,,Peritoneal Cancer Index,C4049621
1869,C1514463,Prior Therapy,NA TO BE DELETED,,,NA TO BE DELETED,NA
1870,C0445550,Low dose,NA TO BE DELETED,,,NA TO BE DELETED,NA
1871,C0038766,Sulfonylurea Compounds,Sulfonylurea Compounds,Antidiabetics,,Antidiabetics,C0935929
1872,C0019020,Hemoglobin C,Hemoglobin C,,,Hemoglobin C,C0019020
1873,C0232804,Renal function,Renal function,,,Renal function,C0232804
1874,C0205081,Moderate (severity modifier),NA TO BE DELETED,,,NA TO BE DELETED,NA
1875,C0205307,Normal,NA TO BE DELETED,,,NA TO BE DELETED,NA
1876,C0178602,Dosage,NA TO BE DELETED,,,NA TO BE DELETED,NA
1877,C0543467,Operative Surgical Procedures,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
1878,C0441889,Levels (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1879,C0181074,Graft material,Graft material,,,Graft material,C0181074
1880,C0042449,Veins,Veins,,,Veins,C0042449
1881,C0750523,FORMER,NA TO BE DELETED,,,NA TO BE DELETED,NA
1882,C0369773,P Blood group antibodies,P Blood group antibodies,,,P Blood group antibodies,C0369773
1883,C4688581,Helicobacter pylori Negative,Helicobacter pylori,,,Helicobacter pylori,C0079488
1884,C0085096,Peripheral Vascular Diseases,Peripheral Vascular Diseases,,,Peripheral Vascular Diseases,C0085096
1885,C0079488,Helicobacter pylori,Helicobacter pylori,,,Helicobacter pylori,C0079488
1886,C0003211,"Anti-Inflammatory Agents, Non-Steroidal",Anti-Inflammatory Agents,,,Anti-Inflammatory Agents,C0003209
1887,C0043031,Warfarin,Warfarin,,Antithrombotic Agents,Antithrombotic Agents,C1704311
1888,C0022271,Israel,Geographic Locations,,,Geographic Locations,C0017446
1889,C0003280,Anticoagulants,Anticoagulants,,,Anticoagulants,C0003280
1890,C0450429,Location,NA TO BE DELETED,,,NA TO BE DELETED,NA
1891,C0175668,Secondary to,NA TO BE DELETED,,,NA TO BE DELETED,NA
1892,C0205231,Extensive,NA TO BE DELETED,,,NA TO BE DELETED,NA
1893,C0020944,Immobilization,NA TO BE DELETED,,,NA TO BE DELETED,NA
1894,C0027978,New Zealand,Geographic Locations,,,Geographic Locations,C0017446
1895,C0018799,Heart Diseases,Heart Diseases,Cardiovascular Diseases,,Cardiovascular Diseases,C0007222
1896,C0439445,mL/min,NA TO BE DELETED,,,NA TO BE DELETED,NA
1897,C0686905,Unavailability,NA TO BE DELETED,,,NA TO BE DELETED,NA
1898,C0368663,aminosalicylate,aminosalicylate,Aminosalicylic acid and derivatives,ANTIMYCOBACTERIALS,ANTIMYCOBACTERIALS,NA
1899,C1527392,Immunomodulators,Immunomodulators,,,Immunomodulators,C1527392
1900,C0457451,Severity score,NA TO BE DELETED,,,NA TO BE DELETED,NA
1901,C1998280,International Prostate Symptom Score,International Prostate Symptom Score,,,International Prostate Symptom Score,C1998280
1902,D017430,Prostate specific antigen,Prostate specific antigen,,,Prostate specific antigen,D017430
1903,C0429784,Maximal urinary flow rate,Maximal urinary flow rate,,,Maximal urinary flow rate,C0429784
1904,C1306673,Stage,NA TO BE DELETED,,,NA TO BE DELETED,NA
1905,C0018026,Gold,NA TO BE DELETED,,,NA TO BE DELETED,NA
1906,C0455829,Waist Circumference,Waist Circumference,,,Waist Circumference,C0455829
1907,C1548221,Bed Status - Isolated,NA TO BE DELETED,,,NA TO BE DELETED,NA
1908,C0220938,White color,Racial group,,,Racial group,C0034510
1909,C1328504,Hormone refractory prostate cancer,Hormone refractory prostate cancer,,,Hormone refractory prostate cancer,C1328504
1910,C0019046,Hemoglobin,Hemoglobin,,,Hemoglobin,C0019046
1911,C0010054,Coronary Arteriosclerosis,Coronary Arteriosclerosis,,,Coronary Arteriosclerosis,C0010054
1912,C0166128,rolofylline,rolofylline,,,rolofylline,C0166128
1913,C0004340,Australia,Geographic Locations,,,Geographic Locations,C0017446
1914,C0004348,Austria,Geographic Locations,,,Geographic Locations,C0017446
1915,C0004950,Belgium,Geographic Locations,,,Geographic Locations,C0017446
1916,C0006137,Brazil,Geographic Locations,,,Geographic Locations,C0017446
1917,C0206578,Czech Republic,Geographic Locations,,,Geographic Locations,C0017446
1918,C0014908,Estonia,Geographic Locations,,,Geographic Locations,C0017446
1919,C0017480,Germany,Geographic Locations,,,Geographic Locations,C0017446
1920,C0020174,Hungary,Geographic Locations,,,Geographic Locations,C0017446
1921,C0022277,Italy,Geographic Locations,,,Geographic Locations,C0017446
1922,C0023128,Latvia,Geographic Locations,,,Geographic Locations,C0017446
1923,C0032356,Country of Poland,Geographic Locations,,,Geographic Locations,C0017446
1924,C0035826,Romania,Geographic Locations,,,Geographic Locations,C0017446
1925,C0232970,Postmenopausal state,Postmenopausal state,Menopausal Status,,Menopausal Status,C1513126
1926,C1704711,Distribution,NA TO BE DELETED,,,NA TO BE DELETED,NA
1927,C0010055,Coronary Artery Bypass Surgery,Coronary Artery Bypass Surgery,,,Coronary Artery Bypass Surgery,C0010055
1928,C0021641,Insulin,Insulin,,,Insulin,C0021641
1929,C0003015,Angiotensin-Converting Enzyme Inhibitors,Angiotensin-Converting Enzyme Inhibitors,,,Angiotensin-Converting Enzyme Inhibitors,C0003015
1930,C1275835,History of myocardial infarction,Medical History,,,Medical History,C0262926
1930,C1275835,History of myocardial infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
1931,C0524620,Metabolic Syndrome X,Metabolic Syndrome X,,,Metabolic Syndrome X,C0524620
1932,C3272907,Percent Change From Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
1933,C1861172,Venous Thromboembolism,Thromboembolism,,,Thromboembolism,C0040038
1934,C0035648,risk factors,risk factors,,,risk factors,C0035648
1935,C1120149,thienopyridine,thienopyridine,,,thienopyridine,C1120149
1936,C0232809,Glomerular filtration,Glomerular Filtration Rate,,,Glomerular Filtration Rate,C0017654
1937,C0035448,Rheumatoid Factor,Rheumatoid Factor,,,Rheumatoid Factor,C0035448
1938,C1446409,Positive,NA TO BE DELETED,,,NA TO BE DELETED,NA
1939,C4318437,Anti-Cyclic Citrullinated Protein Antibodies,Anti-Cyclic Citrullinated Protein Antibodies,,,Anti-Cyclic Citrullinated Protein Antibodies,C4318437
1940,C0948089,Acute Coronary Syndrome,Acute Coronary Syndrome,,,Acute Coronary Syndrome,C0948089
1941,C0441471,Event,NA TO BE DELETED,,,NA TO BE DELETED,NA
1942,C0149871,Deep Vein Thrombosis,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
1943,C1565489,Renal Insufficiency,Renal Insufficiency,,,Renal Insufficiency,C1565489
1944,C2945599,Mild (qualifier value),NA TO BE DELETED,,,NA TO BE DELETED,NA
1945,C0232805,Normal renal function,Renal function,,,Renal function,C0232804
1946,C0205322,Persistent,NA TO BE DELETED,,,NA TO BE DELETED,NA
1947,C4330985,Per Millimeter,NA TO BE DELETED,,,NA TO BE DELETED,NA
1948,C0542339,Inferior,NA TO BE DELETED,,,NA TO BE DELETED,NA
1949,C1881332,Killip Class,Killip Class,,,Killip Class,C1881332
1950,C2697844,Killip Class I,Killip Class,,,Killip Class,C1881332
1951,C0002422,Ambulances,NA TO BE DELETED,,,NA TO BE DELETED,NA
1952,C0020003,"Hospitals, Community",NA TO BE DELETED,,,NA TO BE DELETED,NA
1953,C0680532,Amendment,NA TO BE DELETED,,,NA TO BE DELETED,NA
1954,C0040223,Time,NA TO BE DELETED,,,NA TO BE DELETED,NA
1955,C3537168,Antianginals,Antianginals,,,Antianginals,C3537168
1956,C0332189,Episode of,NA TO BE DELETED,,,NA TO BE DELETED,NA
1957,C0439422,milligram/day,NA TO BE DELETED,,,NA TO BE DELETED,NA
1958,C0054201,Budesonide,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1959,C0868908,pancolitis,pancolitis,,,pancolitis,C0868908
1960,C0439211,microgram,NA TO BE DELETED,,,NA TO BE DELETED,NA
1961,C2887821,Colitis,Colitis,,,Colitis,C0009319
1962,C1514983,Stratification,NA TO BE DELETED,,,NA TO BE DELETED,NA
1963,C0070939,phosphoethanolamine,phosphoethanolamine,,,phosphoethanolamine,C0070939
1964,C0302113,Fragility,Fragility,,,Fragility,C0302113
1965,C0331873,nordic,Racial group,,,Racial group,C0034510
1966,C0242191,Pacific Islander Americans,Racial group,,,Racial group,C0034510
1967,C0037724,Southern Europe,Geographic Locations,,,Geographic Locations,C0017446
1968,C4282132,Malignancy,Malignant Neoplasms,,,Malignant Neoplasms,C0006826
