Text,CUIS
dabigatran $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
controlled,C2587213;C2911690
dabigatran $nmbr$ mg versus warfarin,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0043031
baseline insulin daily dose kg,C0022718;C0439209;C4054209
dabigatran $nmbr$ mg versu swarfarin,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ u kg day,C1532634
clinical outcome,C0205210;C1274040
exenatide n $nmbr$,C0167117
number of events,C4330837
indian american or alaska native,C1524069;C0596070;C0682125
event rate year,C0439234;C0439508
european subcategories,C0239307;C1515010;C1535514
p value for interaction age groups,C1709380
prior cv event at randomization,C0441471;C4019010
p value for interaction age continuous,C1709380;C0001779;C0549178
history of congestive heart failure,C0455531
stroke non,C0038454;C1518422;C4554100
egfr via mdrd ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C3811844;C3812682
cns systemic embolism,C0013922;C1704212
antihyperglycemic medication usage,C0013227;C0457083;C3244316;C4284232
$nmbr$ mg sirukumab every $nmbr$ weeks n $nmbr$,C0024671;C3254570;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0439230
oral agents use,C1527415;C0450442;C1254351;C1521826
duration of rheumatoid arthritis years,C0449238;C2926735
$nmbr$ oral agents,C0450442;C1254351;C1521826
anti ccp antibody positive,C0741132
insulin alone,C0021641;C1533581;C1579433;C3714501;C0205171;C0439044;C0679994
das $nmbr$ c reactive protein,C0006560;C1413716;C4048285
insulin plus $nmbr$ oral agent,C0021641;C1533581;C1579433;C3714501
pramlintide,C0537551
clinical disease activity index score $nmbr$ $nmbr$,C4706353
non sulfonylurea secretagogues,C0038766;C4704833;C3536898
simplified disease activity index score $nmbr$ $nmbr$,C4706353
duration of morning,C0449238;C2926735
alpha glucosidase inhibitors,C1299007;C2756986;C3539108
stiffness min,C0702093;C1524029;C3813700
glp $nmbr$ receptor agonist other than study drug,C4543206
conventional synthetic dmard use at baseline,C0042153;C0457083;C1947944
exenatide lar,C1419115;C3814448
methotrexate dose at baseline,C0178602;C0869039;C1114758
other glp $nmbr$ receptor agonist,C0018301;C4543206;C1422069;C1425391;C1539338;C2350813
$nmbr$ $nmbr$ mg week,C0332174;C0439230
dpp $nmbr$ inhibitor therapy,C0039798;C0087111;C1363945
sirukumab $nmbr$ mg q $nmbr$ w,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
vildagliptin,C1570906
allogliptin,
evaluable for acr $nmbr$ at week $nmbr$ n,C1516986;C1412134;C1515941;C0332174;C0439230
sglt $nmbr$ inhibitors^,C3665045
acr $nmbr$ response at week $nmbr$ n,C0871261;C1704632;C1706817;C2911692
dapagliflozint,
prior anti tnf therapy,C1514463
other sglt $nmbr$ inhibitor,C1999216
received $nmbr$ prior anti tnf therapy n,C1514463
other antihyperglycemic agents not listed,C0020616;C0745732;C3272378
received $nmbr$ prior anti tnf therapies n,C1514463
cardiovascular medication usage,C0007220;C0457083
prior biologic therapy including anti tnfs,C0278947;C1448177
antihypertensive antianginal and other cardiovascular medications,C1874267;C3537168;C0007220
received $nmbr$ prior biologic therapy n,C1514756;C0278947
aldosterone antagonists e g spironolactone,C0002007;C2757004;C0037982
received $nmbr$ prior biologic therapies n,C1514756;C0278947
alpha $nmbr$ blockers,C0001641
low $nmbr$ $nmbr$ n $nmbr$ $nmbr$ $nmbr$,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
renin inhibitor e g aliskerin,C1960108;C3537174;C4521920
intermediate $nmbr$ n $nmbr$ $nmbr$ $nmbr$,C0205103;C1550465;C2827755;C3889971
digoxin digitalis glycoside,C0012265;C0012253
high $nmbr$ n $nmbr$ $nmbr$ $nmbr$,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
antithrombotic and anticoagulant medications,C0003280
coexisting conditions,C0012634;C0348080;C1705253;C3864998
previous ml before index acs,C0439526;C1705224;C3887665
vitamin k antagonist e g warfarin coumarol,C1096489;C2267235;C0043031
previous pci before index acs,C0205156;C4049621;C1552607
factor xa inhibitor,C2825027;C4553708
previous cabg before index acs,C0205156;C0010055;C1552607
direct thrombin inhibitors,C0003440;C3541936
before index acs event,C0441471;C4019010
other anti platelet agents,C0040616;C0005821
at index acs event,C0441471;C4019010
clopidogrel ticlopidine,C0070166;C0040207
ml with st segment elevation,C0439526;C1705224;C3887665
lipid lowering medications^,C0023779;C0441994;C2003888;C0013227;C0802604;C2598133;C4284232
statini,
ml without st segment elevation,C0439526;C1705224;C3887665
niacini,
pre randomization pci,C0034656;C4049621
other medication usage,C0013227;C0457083;C3244316;C4284232
time from acs to randomization,C0040223;C3541383;C0034656
hormone replacement therapy,C0282402
$nmbr$ $nmbr$ $nmbr$ o $nmbr$ o,C0483204
chronic non steroidal antiinflammatory drugs,C0205191;C0003211
low risk ri $nmbr$ $nmbr$,C0035487;C1826843
chronic cox $nmbr$ inhibitors,C0205191;C0085387
intermediate risk ri $nmbr$,C0035487;C1826843
fish oil,C0016157
high risk ri $nmbr$,C0035487;C1826843
exenatide no of events total no,C0167117;C0439175;C0439810
ez simva,C0206578
arr,C2170357;C4084934
placebo no of events total no,C0032042;C1696465;C1706408;C0439175;C0439810
risk model endpoint,C2349179;C2826544
indian american or alaskan native,C1524069;C0596070;C0238611;C0302891
pre specified trial endpoints,C2826245;C2349179
antihyperglycemic oral agent therapy,C0039798;C0087111;C1363945
secondary $nmbr$,C0027627;C0175668;C0205436
glycated hemoglobin level,C0202054
individual endpoints,C0027361;C2349179;C0237401
estimated gfr renal function stage,C0205390;C1300072;C1306673
cor revasc,C0018787;C0378365;C0056331
stage $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0205390;C0439445;C1300072;C1306673
urgent cor revasc,C0018787;C0378365;C0056331
stage $nmbr$ $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0205390;C0439445;C1300072;C1306673
acm,C0001143;C1549040
stage $nmbr$ a $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0205390;C1300072;C1306673;C0439445
pooled,C1709595;C2349200;C4522255
stage $nmbr$ b $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C0441781;C0439445
seizure types reported during baseline n a,C0036572;C0332307;C1959629;C4553401;C0684224;C0700287;C4319718
previous cardiovascular event at randomization,C1320716;C0034656
number of prior aeds n b,C0237753;C0449788
ertugliflozin $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
most common concomitant aeds n,C0205214;C0180309;C1522138;C3245511
background aha therapy at screening n,C0039798;C0087111;C1363945
phenytoin,C0031507;C0202454
dpp $nmbr$ inhibitors,C1414174;C0243077
levetiracetam,C0377265;C3693636
sulphonylureas,C0038766
patients with minimal important change in qolie $nmbr$ p,C0030705;C3845594
two agents,C0450442;C1254351;C1521826
minimal important change threshold improvement,C3845594;C2986411
three or more agents,C0205449;C0450442;C1254351;C1521826
$nmbr$ focal seizure frequency responders,C0149775;C0751495
one or more blood pressure medications n,C0205447;C0849164
cognitive functioning,C1516691;C0205245;C0542341;C4552744
ras agents,C0450442;C1254351;C1521826
emotional well being,C2984554;C3641833
other anti hypertensives,C0003364
energy fatigue,C0015672;C3463815;C4050243;C4554645
c peptide,C0006558
medication effects,C1319171
ertugliflozin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
overall quality of life,C3641830
subgroup analysis change from baseline in hba $nmbr$ c at week $nmbr$ per baseline hba $nmbr$ c category,C0392747;C0443172;C1705241;C4319952;C0019016;C0332174;C0439230;C1825777;C3538758;C0683312;C3889287
seizure worry,C0036572;C0233481;C1959629;C4553401
baseline hba $nmbr$ c median $nmbr$ $nmbr$ $nmbr$ mmol mol,C0019016;C3829066;C1825777;C3538758
daily activities social functioning,C0871707;C0037395
ls mean $nmbr$ ci mmol mol,C0008107;C3829066;C3259781
$nmbr$ $nmbr$ $nmbr$ obesity class $nmbr$,C0456387;C1518526;C1705943
difference in ls mean vs placebo $nmbr$ ci,C1705241;C1705242;C0008107;C3259781
$nmbr$ obesity class $nmbr$,C0456387;C1518526;C1705943
glycated haemoglobin,C0017853
difference in ls mean vs placebo $nmbr$ ci mmol mol,C1705241;C1705242;C0008107;C3829066;C3259781
baseline hba $nmbr$ c $nmbr$ $nmbr$ to,C0168634;C0019016;C1825777;C3538758;C1442488
$nmbr$ h plasma glucose during ogtt mmol l,C0202042;C0455280
baseline hba $nmbr$ c $nmbr$ $nmbr$ $nmbr$ mmol mol,C0019016;C3829066;C1825777;C3538758
women n $nmbr$ vs $nmbr$,C0043210
pravastatin n $nmbr$,C0085542
men n $nmbr$ vs $nmbr$,C0025266
$nmbr$ month n $nmbr$,C0332177;C0439231
vldl cholesterol,C0023826;C0523560
ischemic stroke subtype,C0948008;C0449560
free fatty acids mmol l,C0015688;C1532563
atherothrombotic stroke n,C0038454;C4554100
dyslipidaemiat,
hypertensiont,
lacunar infarction n,C0333559
dyslipidaemia and hypertensiont,C0242339
undetermined etiology n,C0478157
estimated proportions and odds ratios,C0750572;C1709707;C0028873
use of antiplatelet agents n,C1524063;C0085826
interaction between treatment and baseline bmi category,C1704675;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0683312;C3889287
use of anti hypertensive agents n,C1524063;C0003364
estimated means and treatment differences,C0750572;C1704970;C1705241;C1705242
incidence of each outcome,C0021149;C0220856
llraglutide $nmbr$ $nmbr$ mg mean n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
stroke and tia n,C0038454;C4554100;C0007787;C0917805;C1054154
baseline hstni,C0168634;C1442488
incidence $nmbr$ person year,C0027361;C0439234;C0439508;C2347489
$nmbr$ ng l n $nmbr$,C0439297
all strokes n,C0038454
p value trend,C1521798;C4554533
atherothrombotic infarction n,C0021308
glycohemoglobin,C0202054;C0696092
cardioembolic infarction n,C0021308
prior coronary intervention or coronary artery bypass grafting,C0184661;C0886296;C1273869;C0010055
intracranial hemorrhage n,C0151699;C4554169
tia n,C0007787;C0917805;C1054154
index inclusion acute coronary syndrome,C0007637;C0948089;C1512693
vascular accidents n,C0005847;C0000924;C1558950;C1801960
time from acute coronary syndrome to randomization days,C0040223;C3541383;C0034656;C0439228
death n,C0011065;C1306577;C4082313;C4552775
median egfr interquartile range,C0549183;C1711350;C0876920;C2347635;C2348144;C2939193
hospitalization n,C0019993
$nmbr$ ng l n $nmbr$ n,C0439297
bmi kg m $nmbr$ median iqr,C0022718;C0439209;C4054209;C0549183;C0876920;C2347635;C2348144;C2939193
cardiovascular death nonfatal myocardial infarction nonfatal stroke,C0027051;C0428953;C2926063;C3810814;C4552959
patient s history of,C0030705;C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
nonfatal myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
prior non haemorrhagic stroke,C0332152;C0553692;C2826257
cardiovascular death or hospitalization for heart failure,C0011065;C1306577;C4082313;C4552775;C3898876
chronic renal disease,C0022661;C1561643
cardiovascular death or nonfatal myocardial infarction,C0011065;C1306577;C4082313;C4552775;C0027051;C0428953;C2926063;C3810814;C4552959
index event information,C0441471;C1533716;C4019010
demographic features,C0683970
first medical contact in ambulance,C0332158;C0337611;C1705415;C3812666
black race n,C0005680
hispanic ethnic group n,C0441848
minutes from symptom onset to prehospital ecg median iqr,C0439232;C0700321;C0702093;C1282918;C2347166;C0549183;C0876920;C2347635;C2348144;C2939193
clinical history n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
minutes from prehospital ecg to pci median iqr,C0439232;C0700321;C0702093;C1282918;C2347166;C0549183;C0876920;C2347635;C2348144;C2939193
stroke at entry vs transient ischemic attack,C0038454;C4554100;C0007787;C0917805
minutes from pre pci angiography to post pci angiography median iqr,C0439232;C0700321;C0702093;C1282918;C2347166;C0002978;C0549183;C0876920;C2347635;C2348144;C2939193
prior stroke before index event,C0332152;C0456712;C2826257
received first loading dose,C0205435;C3714444;C1279901
coronary angioplasty or stenting,C0002997;C0190211;C0038257;C2348535
risk level at admission,C2923839;C0184666;C0809949
carotid artery intervention,C0397581
culprit vessel,C0005847
fasting glucose mmol l mean sd,C1532563;C2699239
no culprit vessel identified,C0005847;C0205396;C1550043
normal coronary angiography,C0853522
insulin iu ml median q $nmbr$ q $nmbr$,C0021641;C0439458;C1533581;C1579433;C3714501
femoral access,C0444454;C1554204
homa ir median q $nmbr$ q $nmbr$,C0022065;C0022071;C1448132
thromboaspiration,
hdl cholesterol mmol l men mean sd,C0023822;C2699239;C0392885
with any stent,C0038257
hdl cholesterol mmol l women mean sd,C0023822;C2699239;C0392885
with des,C0011702;C4551552
c reactive protein median q $nmbr$ q $nmbr$,C0006560;C1413716;C4048285
no revascularisation,C0581603
other antihypertensive,C0003364
any glycoprotein iib iiia inhibitor use,C0042153;C0457083;C1947944
aspirin and other antiplatelet,C0004057
glycoprotein iib iiia inhibitor use before angiography,C0042153;C0457083;C1947944
nonaspirin antiplatelet,C0722138
intravenous anticoagulant prior to pre pci angiography,C0003280;C0848112;C3536711
coumadin,C0699129
intravenous anticoagulant during hospitalisation,C0003280;C0848112;C3536711
other anticoagulant,C0003280;C0848112;C3536711
pre hospital ticagrelor n $nmbr$,C0332152;C0019994;C1510665;C0740175;C2257086;C3669034
pioglitazone pts n,C0071097;C1419129;C2698747
model n,C3161035;C3274659;C3714583;C3853906
placebo pts n,C0032042;C1419129;C2698747;C1696465;C1706408
patients with endpoin t n,C0030705
$nmbr$ z $nmbr$,
composite of death mi stro ke urgent revasc definit e acute stent thrombosis,C0205199;C1547335
white other,C0007457;C0043157;C0220938
absent $nmbr$ mg dl,C0332197;C0439269;C4285062
composite of death mi urg ent revasc,C0205199;C1547335
homa median,C0549183;C0876920;C2347635;C2348144;C2939193
nt estimated,C0332126;C1449832;C3889152;C4050156;C4283901;C4284038;C0750572
urgent revascularizati on,C0439609;C3272275
arb ace,C1452534;C4284014
$nmbr$ $nmbr$ o,C0483204
definite acute stent thrombosis,C0205178;C3897493
copd n $nmbr$,C0024117;C1412502;C3714496
acute stent thrombosis definite or probable,C0205178;C3897493;C0439544;C1704787;C0033204;C0332148
copd placebo n $nmbr$,C0024117;C0032042;C1696465;C1706408;C1412502;C3714496
enalapril aliskiren dm $nmbr$ non dm $nmbr$,C0011816;C1518422;C3250443
copd rosuvastatin n $nmbr$,C0024117;C0965129;C1412502;C3714496
aliskiren dm $nmbr$ non dm $nmbr$,C0011816;C1518422;C3250443
copd placebo $nmbr$ pt n,C0024117;C0032042;C1696465;C1706408;C1412502;C3714496
enalapril dm $nmbr$ non dm $nmbr$,C0011816;C1518422;C3250443
copd rosuvastatin $nmbr$ pt n,C0024117;C0032743;C0699718;C1412502;C3714496
hazard ratio or difference $nmbr$ $nmbr$ cl p value,C2985465;C0596019;C1709380
model $nmbr$,C3161035;C3274659;C3714583;C3853906
enalapril aliskiren n $nmbr$,C0014025;C1120110
symptoms,C0683368;C1457887
cv death or first hhf,C0011065;C1306577;C4082313;C4552775;C0205435;C1279901
nyha ii n,C1275491;C1710602;C4082587
race $nmbr$,C0034510;C1706779;C3853635
nyha iii n,C1275491;C0439070;C1705160
non diabetes,C0011847;C0011849
nyha iv n,C1275491;C0022326;C4265176
first hhf,C0205435;C1279901
former current smoker n,C0337671
non ischaemic cardiomyopathy,C1518422;C0349782
previous hf hospitalization n,C0018488;C0019993;C1313497;C1538440;C3273279
time since diagnosis of heart failure,C0040223;C3541383
previous cabg n,C0205156;C0010055;C1552607
kccq $nmbr$ months,C3476798;C0439231
previous pci n,C0205156;C1552607
nyha functional class at screening,C1882083;C0205245;C0542341;C2700217
pm n,C0030266;C4049155
physiological measures,C0079809;C1879489
history of atrial arrhythmia n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
other outcomes,C1274040
previous cancer n,C0205156;C0006826;C0998265;C1306459;C1552607
laboratory measures,C0079809;C1879489
ischaemic n,C0475224
nt probnp pg ml q $nmbr$ q $nmbr$,C0669479;C0439297;C0754710
dilatative n,
change in nt probnp at $nmbr$,C0392747;C0443172;C1705241;C4319952
hypertensive n,C0857121
months log transformed,C1708728;C2986775;C1510411
other cause n,C0015127;C1524003
beta adrenergic blocker,C0001645;C2757061;C3536830
non detectable unknown n,C1518422;C0439673;C3541433;C4050014
devices for heart failure at screening visit,C0025078;C2024216;C0545082;C1512346;C2826704
s $nmbr$ gallop n,
crt p,
mitral regurgitation n,C0026266
crt d,
ecg,C1623258
change in nt probnp at $nmbr$ months log transformed,C0392747;C0443172;C1705241;C4319952;C1708728;C2986775;C1510411
pathologic q waves n,C0429089;C1305738
change in sbp $nmbr$ months,C0392747;C0443172;C1705241;C4319952
lv hypertrophy n,C0149721
hyperkalaemia investigator reported,C0020461;C0035173;C4552983;C0684224;C0700287;C4319718
qrs duration $nmbr$ ms n,C2349943;C3539704;C3713294
hyperkalaemia serum potassium $nmbr$ $nmbr$ mmol l,C0302353;C1532563;C0543465
diuretics n,C0012798
symptomatic hypotension sbp,C0020649;C0085805;C3163620
calcium channel blockers n,C0006684;C2757014
deterioration in renal function investigator reported,C0868945;C0232804;C0684224;C0700287;C4319718
beta blockers all n,C0001645;C0369718;C0441922
elevated serum creatinine $nmbr$ $nmbr$ mg dl_,C0700225;C0439269
other antiplatelet agents n,C0085826
cough investigator reported,C0010200;C0035173;C1961131;C3274924;C4084725;C4084726;C4084727;C0684224;C0700287;C4319718
$nmbr$ blood eosinophils at baseline,C0014467;C0168634;C1442488
cough leading to study drug discontinuation,C0010200;C1961131;C3274924;C4084725;C4084726;C4084727;C0332152;C0013175;C1522538
ind gly $nmbr$ $nmbr$ mg once daily n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0332173
fig $nmbr$ acr $nmbr$ $nmbr$ and $nmbr$ response rates by baseline tnf status at weeks $nmbr$ $nmbr$ and $nmbr$,C1412134;C1515941;C0237629;C0168634;C1442488;C0439230
sfc $nmbr$ $nmbr$ mg twice daily n $nmbr$,C0024671;C0585361;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
fig $nmbr$ acr $nmbr$ acr $nmbr$ and acr $nmbr$ response rates by baseline mtx use at weeks $nmbr$ $nmbr$ and $nmbr$,C0349966;C1337208;C0237629;C0025677;C1417487;C0439230
ind gly $nmbr$ $nmbr$ mg once daily n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0332173
no stroke n $nmbr$,C0038454;C4554100
sfc $nmbr$ $nmbr$ mg twice daily n $nmbr$ $nmbr$,C0024671;C0585361;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
any stroke n $nmbr$,C0038454;C4554100
ics use at screening n,C0042153;C0457083;C1947944
prior ml before index acs,C0439526;C1705224;C3887665
laba use at screening n,C0042153;C0457083;C1947944
prior cabg before index acs,C0332152;C0010055;C2826257
lama use at screening n,C0042153;C0457083;C1947944
cha $nmbr$ ds $nmbr$ vasc score median iqr,C0449820;C0549183;C0876920;C2347635;C2348144;C2939193;C4050231
laba ics use at screening n,C0042153;C0457083;C1947944
labs at the index acs event,C0587081;C0441471;C4019010
triple therapy use at screening n,C0042153;C0457083;C1947944
total cholesterol median iqr mg dl,C0201950;C0439269;C0543421
smoking status at screening n,C1519386
ldl c median iqr mg dl,C0549183;C0439269;C0876920;C2347635;C2348144;C2939193
severity ofcopd gold $nmbr$ n,C0439793;C0018026;C1304897;C0522510
hdl c median iqr mg dl,C0549183;C0439269;C0876920;C2347635;C2348144;C2939193
low risk and fewer symptoms group a,C3272281;C3538919;C0441835;C4522145
time from acs to randomization median iqr,C0040223;C3541383;C0034656;C0549183;C0876920;C2347635;C2348144;C2939193
low risk and more symptoms group b,C3272281;C3538919;C0683368;C4522078;C1457887
labs at randomization,C0587081;C0034656
high risk and fewer symptoms group c,C0332167;C3272283;C4050568;C4319571;C0683368;C0441837;C1457887
hs crp median iqr mg l,C0549183;C0439268;C0876920;C2347635;C2348144;C2939193
high risk and more symptoms group d,C0332167;C3272283;C4050568;C4319571;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
egfr median iqr ml min $nmbr$ $nmbr$ m $nmbr$,C0549183;C0439445;C0876920;C2347635;C2348144;C2939193
severity of airflow limitation gold $nmbr$ $nmbr$ n,C0439793;C0522510
no prior stroke,C0038454;C4554100
mild gold $nmbr$,C0018026;C1304897
htn,C0020538
post bronchodilator fev $nmbr$ reversibility percentage of baseline value,C0439165;C1549488;C1561533
no htn,C0020538
number of copd exacerbations in the previous year n,C0237753;C0449788;C0205156;C0439234;C0439508;C1552607
crcl $nmbr$,C1846718
no of patients ind gly sfc,C0030705;C0017890;C0523677
prior llt,C0332152;C2347090;C2826257
annualized rate ind gly sfc,C0017890;C4521536;C0523677
no prior llt,C0332152;C2347090;C2826257
rate ratio $nmbr$ ci,C0008107;C3259781
ldl csmedian,
blood eosinophils count,C0200638;C0750879
ldl c median,C0549183;C0876920;C2347635;C2348144;C2939193
$nmbr$ cells ul,C0439378
simva n $nmbr$ n,
$nmbr$ to $nmbr$ cells ul,C0439378
ez simva n $nmbr$ n,C0206578
$nmbr$ cells pl,C3897966;C4049765
arr $nmbr$ cl,C2170357;C0596019;C4084934
$nmbr$ to $nmbr$ cells,C0007584;C0007634
stroke of any etiology,C0038454;C4554100
pl $nmbr$ $nmbr$,C3897966;C4049765
primary trial end point,C2986535;C0008976
exposed n $nmbr$,C0332157
other individual and exploratory end points,C0027361;C0237401;C2349179
naive n $nmbr$,
coronary heart disease death,C0376297
no of prior aeds n,C0332152;C0180309;C2826257
cv death ml or stroke,C0439526;C1705224;C3887665;C0038454;C4554100
$nmbr$ $nmbr$ a $nmbr$ $nmbr$ $nmbr$ $nmbr$,
patients no total no,C0030705;C0439175;C0439810
$nmbr$ $nmbr$ b $nmbr$ $nmbr$ $nmbr$ $nmbr$,
stroke vs tia,C0038454;C4554100;C0007787;C0917805;C1054154
$nmbr$ $nmbr$ c $nmbr$ $nmbr$ $nmbr$ $nmbr$,
index event subtype,C0441471;C0449560;C4019010
number of prior aeds,C0237753;C0449788
large vessel atherosclerosis,C0225990;C0003850;C0004153
lev exposed,C0023556;C0332157
lacunar,
$nmbr$ responder rate n,C0871208;C1521828
cardioembolic,
cbz exposed,C0006949;C0332157
other defined,C1704788;C3539106
cbz naive,C0006949
motor weakness,C1513492;C3714552;C1705994
tpm exposed,C0076829;C0332157
aphasia,C0003537
tpm naive,C0076829
modified rankin scale score,C2984908;C3854213
ltg exposed,C1420817;C4521367;C4521846;C0332157
systolic blood pressure mean sd mm hga,C0428886;C0488055;C0871470;C1306620
ltg naive,C1420817;C4521367;C4521846
hemoglobin a $nmbr$ c mean sd b,C0062248
placebo no diabetes n $nmbr$,C0032042;C1696465;C1706408;C0011847;C0011849
risk difference,C0035647;C1705241;C1705242;C4552904
placebo diabetes n $nmbr$,C0011847;C0011849
feature,C1521970;C1706388;C2346469;C2348519
ticagrelor $nmbr$ mg no diabetes n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0011847;C0011849
p int f,C0369773;C0016327;C2603361
ticagrelor $nmbr$ mg diabetes n $nmbr$,C0011847;C0011849
htn hx,C0262926;C3814444
caucasian race,C0007457
placebo [n $nmbr$ ],C0032042;C1696465;C1706408;C0369718;C0441922
kg m $nmbr$,C0022718;C0439209;C4054209
tofacitinib $nmbr$ mg bid [n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0369718;C0441922
prior mi diagnosis,C0332132;C3810814
placebo [n $nmbr$,C0032042;C1696465;C1706408;C0369718;C0441922
years since mi median,C0439234;C0549183;C0876920;C2347635;C2348144;C2939193
age mean years [sd],C1510829;C0444504;C2347634;C2348143;C2699239
prior transient ischaemic,C0040704;C0475224;C0205374
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$,
attack,C0277793;C1261512;C1304680
$nmbr$ $nmbr$ [ $nmbr$ $nmbr$ a,
time since last dose of,C0946444
gender n [ ] male,C0079399;C1522384;C0086582;C1706180;C1706428;C1706429
study medication pre dose,C0801821;C3174092
duration of disease median,C0872146;C0549183;C0876920;C2347635;C2348144;C2939193
median h,C0033727;C0369286;C0441932;C0564385;C4528284
years [range],C0439234;C1514721;C2348147;C3542016
beta blocker use,C0042153;C0457083;C1947944
previous anti tnf therapy n [ ],C0205156;C1552607
hypoglycaemic therapy,C0039798;C0087111;C1363945
$nmbr$ [ $nmbr$ $nmbr$ a,
diet controlled,C0743195
concomitant aminosalicylates n [ ] concomitant corticosteroids n [ ] mayo score mean [sd],C0521115;C0368663;C0001617;C3539185;C3540725;C3540726;C3540727;C0444504;C2347634;C2348143;C2699239
ticagrelor $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ _ $nmbr$ s,
lta max response to $nmbr$ pm adp defined hpr patients,C2611142;C0030266;C4049155
ibdq total score mean [sd],C0444504;C2347634;C2348143;C2699239
pre dose,C0439565;C3812758
ibdq domain scores mean [sd],C0444504;C2347634;C2348143;C2699239
p value for dm vs no dm,C1709380;C0011816;C3250443
bowel function,C0011135
post dose,C0439568
systemic symptoms,C0683368;C1457887
verifynow pru defined hpr patients,C1337105;C0030705
emotional status,C0013987;C0449438;C0849912
vasp pri defined hpr patients,C0034044;C0030705;C1826843;C3539761;C3539762
social function,C0037395
vhd,
sf $nmbr$ v $nmbr$ pcs mean [sd],C0037712;C0444504;C2347634;C2348143;C2699239
no vhd,
sf $nmbr$ v $nmbr$ mcs mean [sd],C0037712;C0444504;C2347634;C2348143;C2699239
aspirin use at randomization n,C0042153;C0457083;C1947944
sf $nmbr$ v $nmbr$ domain scores mean [sd],C0037712;C0444504;C2347634;C2348143;C2699239
history of coronary artery disease n,C1881055
physical function,C0516981;C4049916
history of carotid disease n,C0683519;C0730226;C0850708;C0944983
role physical,C0035820;C0031809;C0205485;C1509143;C1705810;C3871154
history of diabetes n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
role emotional,C0035820;C0013987;C0849912;C1705810;C3871154
history of stroke or tia n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0007787;C0917805;C1054154
octave induction $nmbr$ and $nmbr$,C0205263;C0857127
itt cohort overall study period,C0439531;C1948053
ls mean change from baseline in ibdq total score at week $nmbr$ mean [se],C0392747;C0443172;C1705241;C4319952;C2964552;C0036919
edoxaban hd n $nmbr$,C2975435
corticosteroid use at baseline,C0239126;C0168634;C1442488
edoxaban ld n $nmbr$,C2975435;C0694649
placebo n $nmbr$ i,C0021966;C0221138
hd edoxaban vs warfarin,C2975435;C0043031
patient demographics age yr,C4698447;C0439234
ld edoxaban vs warfarin,C0694649;C2975435;C0043031
disease characteristics duration of psoriatic arthritis yr,C0872146;C0003872
stroke or see,C0038454;C4554100;C0042789;C1947903
$nmbr$ $nmbr$ o $nmbr$,C0483204
ischemic stroke or see,C0948008;C0042789;C1947903
leeds enthesitis index^ score $nmbr$ no,C0449820;C4050231
hemorrhagic,C0333275
disabling or fatal,C1302234;C1705232
dactylitis severity score score $nmbr$ no,C0239161;C0457451
key secondary end points,C0027627;C2349179;C0175668;C0205436
swollen joint count of $nmbr$ joints assessed no,C0451521;C1516048
stroke see or cv death,C0042789;C1947903;C0011065;C1306577;C4082313;C4552775
tender or painful joint count of $nmbr$ joints assessed no,C0234234;C0750480;C1705566;C1516048
stroke see or death,C0042789;C1947903;C0011065;C1306577;C4082313;C4552775
elevated high sensitivity crp no,C0742906;C1441604
other end points,C2349179
affected body surface area $nmbr$ no,C0005902;C1879646
